case_id,center,stage_id,stage_name,evidence_source,checkpoint_scope,edema_reliable,prediction_voxels_myo,prediction_voxels_lv,prediction_voxels_rv,prediction_voxels_pure_edema,prediction_voxels_scar,notes,myo_dice,lv_dice,rv_dice,pure_edema_dice,scar_dice,lesion_union_dice
Case1006,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,0,9792,27146,7262,0,4467,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.1577263779527559,0.7954334478771395,0.0,,0.10461817769204584,0.10461817769204584
Case1036,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,0,9876,22143,13829,0,5597,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.35589183130166735,0.7209349639442096,0.0,,0.23939700753740578,0.23939700753740578
Case1036,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,0,9876,22143,13829,0,5597,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.35589183130166735,0.7209349639442096,0.0,,0.23939700753740578,0.23939700753740578
Case1038,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,0,12343,23369,8809,0,915,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.45787988714228134,0.8334893617021276,0.0,,0.0,0.0
Case1038,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,0,12343,23369,8809,0,915,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.45787988714228134,0.8334893617021276,0.0,,0.0,0.0
Case1043,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,0,4342,10559,2833,0,665,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.09253698142587032,0.6552790457959063,0.0,,0.16774193548387098,0.16774193548387098
Case1043,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,0,4342,10559,2833,0,665,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.09253698142587032,0.6552790457959063,0.0,,0.16774193548387098,0.16774193548387098
Case1054,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,0,10894,17663,13167,0,3148,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.06383838383838383,0.07931349070589577,0.0,,0.02136337152845213,0.02136337152845213
Case1054,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,0,10894,17663,13167,0,3148,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.06383838383838383,0.07931349070589577,0.0,,0.02136337152845213,0.02136337152845213
Case1056,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,0,18410,42973,30032,0,8986,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.1409897599683909,0.6595194611133512,0.0,,0.04231070589073296,0.04231070589073296
Case1056,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,0,18410,42973,30032,0,8986,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.1409897599683909,0.6595194611133512,0.0,,0.04231070589073296,0.04231070589073296
Case1058,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,0,7017,18226,10902,0,7160,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.06124119862452923,0.20591915426061644,0.0,,0.05843559562567827,0.05843559562567827
Case1058,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,0,7017,18226,10902,0,7160,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.06124119862452923,0.20591915426061644,0.0,,0.05843559562567827,0.05843559562567827
Case1063,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,0,10007,31617,15839,0,10316,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.19465301478953356,0.6535656785680463,0.0,,0.11307053941908714,0.11307053941908714
Case1063,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,0,10007,31617,15839,0,10316,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.19465301478953356,0.6535656785680463,0.0,,0.11307053941908714,0.11307053941908714
Case1069,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,0,10339,24699,11286,0,6265,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.09049825524855558,0.5631573634803674,0.0,,0.08860103626943006,0.08860103626943006
Case1069,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,0,10339,24699,11286,0,6265,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.09049825524855558,0.5631573634803674,0.0,,0.08860103626943006,0.08860103626943006
Case1072,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,0,3267,4840,2585,0,771,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.25809083491977153,0.45215195960567445,0.0,,0.05509065550906555,0.05509065550906555
Case1072,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,0,3267,4840,2585,0,771,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.25809083491977153,0.45215195960567445,0.0,,0.05509065550906555,0.05509065550906555
Case1074,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,0,7117,12944,4749,0,2335,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.18975225225225226,0.68298350243978,0.0,,0.2843601895734597,0.2843601895734597
Case1074,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,0,7117,12944,4749,0,2335,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.18975225225225226,0.68298350243978,0.0,,0.2843601895734597,0.2843601895734597
Case1077,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,0,16396,24007,12680,0,2020,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.5347277918578166,0.8120786208411113,0.0,,0.20361990950226244,0.20361990950226244
Case1077,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,0,16396,24007,12680,0,2020,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.5347277918578166,0.8120786208411113,0.0,,0.20361990950226244,0.20361990950226244
Case2001,CenterB,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,1,4789,5818,5286,0,2182,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.6622432053081536,0.9149886258319994,0.8964433090980546,0.0,0.6594529606251879,0.6519086630643194
Case2001,CenterB,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,1,4789,5818,5286,0,2182,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.6622432053081536,0.9149886258319994,0.8964433090980546,0.0,0.6594529606251879,0.6519086630643194
Case2010,CenterB,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,1,4896,3638,5675,0,1527,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.7543999091631657,0.915954228593976,0.896614488532945,0.0,0.8061959654178674,0.665590405904059
Case2010,CenterB,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,1,4896,3638,5675,0,1527,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.7543999091631657,0.915954228593976,0.896614488532945,0.0,0.8061959654178674,0.665590405904059
Case2016,CenterB,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,1,3334,3988,5164,0,1343,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.6168521462639109,0.908820614469772,0.8663070132417852,0.0,0.8390668248319494,0.6009638554216867
Case2016,CenterB,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,1,3334,3988,5164,0,1343,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.6168521462639109,0.908820614469772,0.8663070132417852,0.0,0.8390668248319494,0.6009638554216867
Case2024,CenterB,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,1,6351,5207,6027,0,1935,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.6272644469183281,0.8997839767070537,0.8887310606060606,0.0,0.6137635824827132,0.5922330097087378
Case2024,CenterB,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,1,6351,5207,6027,0,1935,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.6272644469183281,0.8997839767070537,0.8887310606060606,0.0,0.6137635824827132,0.5922330097087378
Case2026,CenterB,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,1,1351,1228,851,0,1074,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.58698224852071,0.776478449716004,0.6287179487179487,0.0,0.7647893989588264,0.6958942240779401
Case2026,CenterB,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,1,1351,1228,851,0,1074,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.58698224852071,0.776478449716004,0.6287179487179487,0.0,0.7647893989588264,0.6958942240779401
Case2027,CenterB,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,1,6065,6275,4978,0,2236,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.6557181248133771,0.9304920573421155,0.8771338250790306,0.0,0.622841563162678,0.6270748801180376
Case2027,CenterB,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,1,6065,6275,4978,0,2236,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.6557181248133771,0.9304920573421155,0.8771338250790306,0.0,0.622841563162678,0.6270748801180376
Case2030,CenterB,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,1,2817,2068,2437,0,774,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.7437043054427295,0.8976572133168927,0.8610841266757334,0.0,0.7383561643835617,0.5554022988505747
Case2030,CenterB,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,1,2817,2068,2437,0,774,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.7437043054427295,0.8976572133168927,0.8610841266757334,0.0,0.7383561643835617,0.5554022988505747
Case3002,CenterC,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,1,11732,12025,12109,0,1161,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.14642302639436283,0.0,0.49875960795477653,0.0,0.0,0.0
Case3002,CenterC,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,1,11732,12025,12109,0,1161,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.14642302639436283,0.0,0.49875960795477653,0.0,0.0,0.0
Case3007,CenterC,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,1,9244,5092,6104,0,2623,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.7694922937443336,0.8785987517616267,0.9056998431235838,0.0,0.6151491966335119,0.5886824324324325
Case3007,CenterC,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,1,9244,5092,6104,0,2623,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.7694922937443336,0.8785987517616267,0.9056998431235838,0.0,0.6151491966335119,0.5886824324324325
Case3014,CenterC,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,1,17558,16193,13931,0,3300,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.7448596832453459,0.9348858587406159,0.8702619414483821,0.0,0.8205348205348205,0.6123092072870507
Case3014,CenterC,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,1,17558,16193,13931,0,3300,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.7448596832453459,0.9348858587406159,0.8702619414483821,0.0,0.8205348205348205,0.6123092072870507
Case3018,CenterC,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,1,7694,5215,6509,0,1992,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.792148127523319,0.8793529161345254,0.9170068027210885,0.0,0.807435376125472,0.797650827549386
Case3018,CenterC,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,1,7694,5215,6509,0,1992,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.792148127523319,0.8793529161345254,0.9170068027210885,0.0,0.807435376125472,0.797650827549386
Case3025,CenterC,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,1,11108,14563,12336,0,5226,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.7299838935938068,0.8939393939393939,0.9122475783943523,0.0,0.7019260165087129,0.6587929915639196
Case3025,CenterC,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,1,11108,14563,12336,0,5226,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.7299838935938068,0.8939393939393939,0.9122475783943523,0.0,0.7019260165087129,0.6587929915639196
Case3028,CenterC,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,1,7527,9503,4162,0,5667,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.6016223859492447,0.9174685606639174,0.8931603773584905,0.0,0.6489814192970674,0.5904795239761989
Case3028,CenterC,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,1,7527,9503,4162,0,5667,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.6016223859492447,0.9174685606639174,0.8931603773584905,0.0,0.6489814192970674,0.5904795239761989
Case3030,CenterC,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,1,12645,13744,5889,0,6003,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.5446567132230963,0.9163452874391782,0.8501539229553208,0.0,0.6914273375080976,0.6135048990674065
Case3030,CenterC,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,1,12645,13744,5889,0,6003,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.5446567132230963,0.9163452874391782,0.8501539229553208,0.0,0.6914273375080976,0.6135048990674065
Case3033,CenterC,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,1,19442,13431,26904,0,6145,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.7879435903363773,0.9030783515463181,0.8993141605671143,0.0,0.7741126116153789,0.7104267258253948
Case3033,CenterC,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,1,19442,13431,26904,0,6145,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.7879435903363773,0.9030783515463181,0.8993141605671143,0.0,0.7741126116153789,0.7104267258253948
Case3041,CenterC,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,1,9390,7866,9831,0,2416,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.8213060290833832,0.9188189528729035,0.9211842776927004,0.0,0.7894246881400112,0.7490909090909091
Case3041,CenterC,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,1,9390,7866,9831,0,2416,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.8213060290833832,0.9188189528729035,0.9211842776927004,0.0,0.7894246881400112,0.7490909090909091
Case5007,CenterE,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,0,9679,12123,3773,0,34,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.10047501032631144,0.015327450069670227,0.0,,0.0,0.0
Case5007,CenterE,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,0,9679,12123,3773,0,34,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.10047501032631144,0.015327450069670227,0.0,,0.0,0.0
Case5010,CenterE,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,0,4485,3596,2941,0,308,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.12534174553101998,0.28476362123942883,0.0,,0.0641025641025641,0.0641025641025641
Case5010,CenterE,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,0,4485,3596,2941,0,308,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.12534174553101998,0.28476362123942883,0.0,,0.0641025641025641,0.0641025641025641
Case6004,CenterF,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,0,8118,12062,5524,0,938,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.22013827092887947,0.6920791305027758,0.0,,0.07653429602888087,0.07653429602888087
Case6004,CenterF,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,0,8118,12062,5524,0,938,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.22013827092887947,0.6920791305027758,0.0,,0.07653429602888087,0.07653429602888087
Case6006,CenterF,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,0,16237,45691,12079,0,3945,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.3691943928390475,0.8428325046142674,0.18614789833018014,,0.04337671004337671,0.04337671004337671
Case6006,CenterF,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,0,16237,45691,12079,0,3945,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.3691943928390475,0.8428325046142674,0.18614789833018014,,0.04337671004337671,0.04337671004337671
Case7004,CenterG,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,0,4935,7090,3264,0,562,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.7257023933402705,0.8852747252747253,0.7184010719071013,,0.3696612665684831,0.3696612665684831
Case7004,CenterG,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,0,4935,7090,3264,0,562,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.7257023933402705,0.8852747252747253,0.7184010719071013,,0.3696612665684831,0.3696612665684831
Case8004,CenterH,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,0,4253,4451,4577,0,615,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0,0.0,0.0,,0.6816999132697311,0.6816999132697311
Case8004,CenterH,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,0,4253,4451,4577,0,615,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0,0.0,0.0,,0.6816999132697311,0.6816999132697311
Case8006,CenterH,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,0,4390,5729,3817,0,1301,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0,0.0,0.0,,0.5459654757125653,0.5459654757125653
Case8006,CenterH,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,0,4390,5729,3817,0,1301,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0,0.0,0.0,,0.5459654757125653,0.5459654757125653
Case8008,CenterH,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,0,3965,7102,6785,0,1685,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0,0.0,0.0,,0.4032520325203252,0.4032520325203252
Case8008,CenterH,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,0,3965,7102,6785,0,1685,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0,0.0,0.0,,0.4032520325203252,0.4032520325203252
Case8013,CenterH,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,0,3201,5346,3462,0,1438,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0,0.0,0.0,,0.6048237476808905,0.6048237476808905
Case8013,CenterH,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,0,3201,5346,3462,0,1438,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0,0.0,0.0,,0.6048237476808905,0.6048237476808905
Case8016,CenterH,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,0,3846,4550,3441,0,850,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0,0.0,0.0,,0.6324961558175295,0.6324961558175295
Case8016,CenterH,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,0,3846,4550,3441,0,850,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0,0.0,0.0,,0.6324961558175295,0.6324961558175295
Case8024,CenterH,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,0,2851,4290,5628,0,957,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0,0.0,0.0,,0.7058823529411765,0.7058823529411765
Case8024,CenterH,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,0,2851,4290,5628,0,957,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0,0.0,0.0,,0.7058823529411765,0.7058823529411765
Case8029,CenterH,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold1,0,3009,3540,3031,0,725,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0,0.0,0.0,,0.3956043956043956,0.3956043956043956
Case8029,CenterH,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold1,0,3009,3540,3031,0,725,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.0,0.0,0.0,,0.3956043956043956,0.3956043956043956
Case1012,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,0,9401,16314,7154,0,234,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.15916416583305545,0.6311316172899466,0.0,,0.0,0.0
Case1012,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,0,9401,16314,7154,0,234,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.15916416583305545,0.6311316172899466,0.0,,0.0,0.0
Case1014,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,0,5398,9310,4585,0,681,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.28212658227848103,0.7384790835104453,0.0,,0.0547945205479452,0.0547945205479452
Case1014,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,0,5398,9310,4585,0,681,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.28212658227848103,0.7384790835104453,0.0,,0.0547945205479452,0.0547945205479452
Case1016,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,0,10187,22270,10831,0,7156,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.28244673898836753,0.7419884213885217,0.0,,0.3420969773299748,0.3420969773299748
Case1016,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,0,10187,22270,10831,0,7156,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.28244673898836753,0.7419884213885217,0.0,,0.3420969773299748,0.3420969773299748
Case1020,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,0,10000,22772,5655,0,5928,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.09220135628586333,0.7278242302089362,0.0,,0.2188545927854221,0.2188545927854221
Case1020,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,0,10000,22772,5655,0,5928,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.09220135628586333,0.7278242302089362,0.0,,0.2188545927854221,0.2188545927854221
Case1024,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,0,9188,22031,15239,0,5570,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.13721840703420832,0.665845178893632,0.0,,0.0818658673660547,0.0818658673660547
Case1024,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,0,9188,22031,15239,0,5570,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.13721840703420832,0.665845178893632,0.0,,0.0818658673660547,0.0818658673660547
Case1025,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,0,15061,24269,8732,0,3027,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.3343585237258348,0.6904664391353811,0.0,,0.2922788371366052,0.2922788371366052
Case1025,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,0,15061,24269,8732,0,3027,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.3343585237258348,0.6904664391353811,0.0,,0.2922788371366052,0.2922788371366052
Case1027,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,0,10509,21594,13450,0,4557,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.12857620480489088,0.5828460550121929,0.0,,0.14835864772170504,0.14835864772170504
Case1027,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,0,10509,21594,13450,0,4557,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.12857620480489088,0.5828460550121929,0.0,,0.14835864772170504,0.14835864772170504
Case1030,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,0,16064,25613,8373,0,4371,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.4832965504731384,0.8387561896450322,0.0,,0.22542204568023833,0.22542204568023833
Case1030,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,0,16064,25613,8373,0,4371,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.4832965504731384,0.8387561896450322,0.0,,0.22542204568023833,0.22542204568023833
Case1039,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,0,12717,18161,10269,0,4727,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.4340655276976555,0.7516629109765699,0.0,,0.24634420697412823,0.24634420697412823
Case1039,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,0,12717,18161,10269,0,4727,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.4340655276976555,0.7516629109765699,0.0,,0.24634420697412823,0.24634420697412823
Case1044,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,0,19169,35687,11443,0,4707,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.07413364526977628,0.24092675001765912,0.0,,0.0943278620403075,0.0943278620403075
Case1044,CenterA,M1,clean pathology-specific checkpoint,existing_clean_oof_held_out_gt,oof_fold2,0,19169,35687,11443,0,4707,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.07413364526977628,0.24092675001765912,0.0,,0.0943278620403075,0.0943278620403075
Case1048,CenterA,M0,clean single checkpoint raw,existing_clean_oof_held_out_gt,oof_fold2,0,10371,15644,6569,0,5161,"Existing OOF clean MoSAIC evidence: covered once, trained_on_case=false.",0.14613497522728366,0.21713824698899326,0.0,,0.0,0.0
