case_id,center,frame_agreements,frame_indices,frame_weights,n_frames,reference_dominance,reference_weight,source_prediction_paths,temporal_entropy
Case2006,center_beta,"1.000000,0.536147,0.767143","0,8,15","0.795457,0.036110,0.168433",3,False,0.795457078224088,/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2006_t00_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2006_t08_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2006_t15_cinema_acdc_s0.nii.gz,0.6019746182588697
Case2007,center_beta,"1.000000,0.730433","0,15","0.857797,0.142203",2,True,0.8577974593817741,/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2007_t00_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2007_t15_cinema_acdc_s0.nii.gz,0.4089416765708096
Case2008,center_beta,"1.000000,0.434396,0.748111","0,8,15","0.826755,0.019045,0.154200",3,True,0.826754924904822,/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2008_t00_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2008_t08_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2008_t15_cinema_acdc_s0.nii.gz,0.5210020830629813
Case2009,center_beta,"1.000000,0.641291,0.831900","0,8,15","0.705435,0.064549,0.230016",3,False,0.7054354576,/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2009_t00_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2009_t08_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2009_t15_cinema_acdc_s0.nii.gz,0.7610727648161346
Case2010,center_beta,"1.000000,0.686715,0.894129","0,8,15","0.618209,0.076574,0.305217",3,False,0.6182091492702834,/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2010_t00_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2010_t08_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2010_t15_cinema_acdc_s0.nii.gz,0.8562818916279935
Case2011,center_beta,"1.000000,0.448408,0.336753","0,8,15","0.964036,0.024382,0.011582",3,True,0.9640356192665154,/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2011_t00_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2011_t08_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2011_t15_cinema_acdc_s0.nii.gz,0.1774996695629688
Case2012,center_beta,"1.000000,0.223094,0.505660","0,10,15","0.959069,0.005401,0.035530",3,True,0.9590693698241077,/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2012_t00_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2012_t10_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2012_t15_cinema_acdc_s0.nii.gz,0.1868570923193269
Case2013,center_beta,"1.000000,0.657781,0.677414","0,10,15","0.820646,0.083816,0.095537",3,True,0.8206461592124463,/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2013_t00_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2013_t10_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2013_t15_cinema_acdc_s0.nii.gz,0.5943476116907689
Case2014,center_beta,"1.000000,0.562787,0.763426","0,10,15","0.793161,0.043003,0.163836",3,False,0.7931606607074886,/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2014_t00_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2014_t10_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2014_t15_cinema_acdc_s0.nii.gz,0.6154687582831204
Case2015,center_beta,"1.000000,0.573871,0.593642","0,10,15","0.888908,0.051890,0.059201",3,True,0.8889083585765276,/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2015_t00_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2015_t10_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2015_t15_cinema_acdc_s0.nii.gz,0.4255537437535121
Case2016,center_beta,"1.000000,0.688722,0.757423","0,8,15","0.755292,0.094814,0.149894",3,False,0.7552922952647136,/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2016_t00_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2016_t08_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2016_t15_cinema_acdc_s0.nii.gz,0.7198121471378618
Case2017,center_beta,"1.000000,0.524286,0.857281","0,15,29","0.700221,0.029370,0.270410",3,False,0.7002205099027052,/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2017_t00_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2017_t15_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2017_t29_cinema_acdc_s0.nii.gz,0.7067873840150711
Case2018,center_beta,"1.000000,0.778294,0.767155","0,7,15","0.694519,0.158409,0.147071",3,False,0.6945194552194415,/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2018_t00_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2018_t07_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2018_t15_cinema_acdc_s0.nii.gz,0.8269692072357102
Case2019,center_beta,"1.000000,0.477735,0.545488","0,7,15","0.926728,0.028500,0.044772",3,True,0.9267284572056664,/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2019_t00_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2019_t07_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2019_t15_cinema_acdc_s0.nii.gz,0.31098630808645705
Case2020,center_beta,"1.000000,0.653966","0,15","0.909446,0.090554",2,True,0.9094463148619657,/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2020_t00_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2020_t15_cinema_acdc_s0.nii.gz,0.30381698022554965
Case2021,center_beta,"1.000000,0.383207,0.354291","0,3,15","0.970987,0.015901,0.013113",3,True,0.9709865936366219,/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2021_t00_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2021_t03_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2021_t15_cinema_acdc_s0.nii.gz,0.15127217715688698
Case2022,center_beta,"1.000000,0.635556,0.923935","0,15,29","0.591608,0.052103,0.356289",3,False,0.5916084126162675,/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2022_t00_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2022_t15_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2022_t29_cinema_acdc_s0.nii.gz,0.8321757064375344
Case2024,center_beta,"1.000000,0.553995,0.814655","0,15,28","0.745278,0.038107,0.216615",3,False,0.7452782387229347,/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2024_t00_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2024_t15_cinema_acdc_s0.nii.gz;/overflow/htzhu/CARE/results/cinema_adapter/20260619_131229__cinema_acdc_seed0_ed_mid_repr/predictions/train/center_beta/Case2024_t28_cinema_acdc_s0.nii.gz,0.6749603839059315
