variant,case_id,intervention,pathology,final_logit_delta,changed_argmax_voxels,changed_scar_voxels,changed_edema_voxels,dice_delta,hd95_delta,lesion_recall_delta,remote_fp_delta,volume_ratio_delta,direction_correct
A3,Case8014,disable_scar_proposal,scar,26.247089385986328,69,69,0,-0.028190173206079888,1.9605331400926396,0.0,272.6670467236545,-0.04712643672744088,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case8014,disable_edema_head,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case8014,disable_edema_proposal,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case8016,disable_scar_head,scar,86.35188293457031,95,95,0,-0.1254180602006689,,-1.0,0.0,-0.08628519519865104,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case8016,disable_scar_proposal,scar,22.675477981567383,57,57,0,-0.06827520305781176,5.3072897931692395,0.0,0.0,-0.037238873717312555,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case8016,disable_edema_head,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case8016,disable_edema_proposal,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case8030,disable_scar_head,scar,95.88287353515625,268,268,0,-0.2585499316005472,,-1.0,0.0,-0.22445561120229846,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case8030,disable_scar_proposal,scar,23.236316680908203,132,132,0,-0.10539677844739404,3.105484192694302,0.0,0.0,-0.10887772185186119,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case8030,disable_edema_head,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case8030,disable_edema_proposal,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case8035,disable_scar_head,scar,139.14450073242188,828,828,0,-0.35645302897278314,,-1.0,-49.5758056640625,-0.5710344823648037,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case8035,disable_scar_proposal,scar,24.940406799316406,271,271,0,-0.05580594086924906,1.6008372209957766,0.0,272.66693115234375,-0.18551724125136737,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case8035,disable_edema_head,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case8035,disable_edema_proposal,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
